Date,Barnyard,Surface,Sample_type,Dry_matter,Water,pH,NH4-N,NO3-N,Total_N,Total_C,Ash,Organic_matter,Notes
10/21/15,1,SOIL,SURFACE,68.56,31.44,8.89,,,0.68,7.85,81.37,18.63,NA
10/21/15,2,SOIL,SURFACE,75.87,24.13,8.98,,,0.66,7.09,81.99,18.01,NA
10/21/15,3,SOIL,SURFACE,71.88,28.12,8.84,,,0.71,7.56,81.45,18.55,as of 1/7/2016
10/21/15,4,SAND,SURFACE,80.39,19.61,8.81,,,0.27,6.26,92.14,7.86,NA
10/21/15,5,SAND,SURFACE,84.33,15.67,9.04,,,0.22,5.5,93.26,6.74,NA
10/21/15,6,SAND,SURFACE,87.35,12.65,9.1,,,0.21,5.27,94.31,5.69,NA
10/21/15,7,BARK,SURFACE,39.85,60.15,8.7,,,1.9,37.2,21.64,78.36,NA
10/21/15,8,BARK,SURFACE,38.72,61.28,8.58,,,1.57,38.19,20.26,79.74,NA
10/21/15,9,BARK,SURFACE,41.15,58.85,8.52,,,1.74,35.57,24.33,75.67,NA
12/15/15,1,SOIL,SHALLOW,57.18,42.82,8.55,0.00E+00,3.16E+01,NA,NA,61.36,38.64,NA
12/15/15,1,SOIL,MID,74.5,25.5,8.11,1.18E+01,6.62E+00,NA,NA,93.36,6.64,NA
12/15/15,1,SOIL,DEEP,75.73,24.27,7.58,1.73E+01,2.69E+00,NA,NA,95.79,4.21,NA
12/15/15,1,SOIL,SHALLOW,52.99,47.01,8.67,0.00E+00,2.59E+01,NA,NA,84.81,15.19,NA
12/15/15,1,SOIL,MID,75.73,24.27,7.76,5.96E+01,0.00E+00,NA,NA,96.19,3.81,NA
12/15/15,1,SOIL,DEEP,75.27,24.73,7.38,2.83E+01,5.65E-01,NA,NA,95.92,4.08,NA
12/15/15,1,SOIL,SHALLOW,55.75,44.25,9.01,7.62E+01,1.25E+02,NA,NA,76.62,23.38,NA
12/15/15,1,SOIL,MID,77.43,22.57,7.99,4.64E+01,1.28E+00,NA,NA,95.96,4.04,NA
12/15/15,1,SOIL,DEEP,74.66,25.34,7.18,5.36E+01,0.00E+00,NA,NA,95.64,4.36,NA
12/15/15,2,SOIL,SHALLOW,60.44,39.56,8.51,0.00E+00,2.24E+01,NA,NA,79.83,20.17,NA
12/15/15,2,SOIL,MID,76.22,23.78,8,2.91E+01,4.64E+00,NA,NA,95.67,4.33,NA
12/15/15,2,SOIL,DEEP,75.15,24.85,7.55,3.54E+01,0.00E+00,NA,NA,95.91,4.09,NA
12/15/15,2,SOIL,SHALLOW,63.46,36.54,8.58,0.00E+00,1.00E+01,NA,NA,82.28,17.72,NA
12/15/15,2,SOIL,MID,77.74,22.26,7.86,3.72E+01,0.00E+00,NA,NA,96.01,3.99,NA
12/15/15,2,SOIL,DEEP,75.35,24.65,7.27,1.29E+01,1.45E-01,NA,NA,95.78,4.22,NA
12/15/15,2,SOIL,SHALLOW,53.38,46.62,8.41,0.00E+00,2.09E+00,NA,NA,80.57,19.43,NA
12/15/15,2,SOIL,MID,75.43,24.57,7.98,8.12E+01,1.22E+00,NA,NA,92.86,7.14,NA
12/15/15,2,SOIL,DEEP,75.13,24.87,7.38,3.47E+01,2.42E-03,NA,NA,95.18,4.82,NA
12/15/15,3,SOIL,SHALLOW,54.79,45.21,8.38,0.00E+00,1.34E+01,NA,NA,85.28,14.72,NA
12/15/15,3,SOIL,MID,75.2,24.8,7.94,1.52E+01,1.29E+01,NA,NA,95,5,NA
12/15/15,3,SOIL,DEEP,75.03,24.97,7.6,2.69E+01,3.33E-01,NA,NA,95.95,4.05,NA
12/15/15,3,SOIL,SHALLOW,57.89,42.11,8.52,0.00E+00,2.29E+01,NA,NA,85,15,NA
12/15/15,3,SOIL,MID,75.1,24.9,7.88,2.39E+01,4.43E+00,NA,NA,95.99,4.01,NA
12/15/15,3,SOIL,DEEP,74.13,25.87,6.93,1.39E+01,0.00E+00,NA,NA,95.88,4.12,NA
12/15/15,3,SOIL,SHALLOW,53.28,46.72,8.46,0.00E+00,2.01E+01,NA,NA,85.77,14.23,NA
12/15/15,3,SOIL,MID,75.78,24.22,7.75,1.52E+01,1.83E+00,NA,NA,95.74,4.26,NA
12/15/15,3,SOIL,DEEP,74.16,25.84,7.27,1.01E+01,6.38E+00,NA,NA,95.63,4.37,NA
12/15/15,4,SAND,SHALLOW,66.04,33.96,8.51,0.00E+00,1.92E+01,NA,NA,93.19,6.81,NA
12/15/15,4,SAND,MID,84.72,15.28,8.92,0.00E+00,1.01E+01,NA,NA,97.38,2.62,NA
12/15/15,4,SAND,DEEP,90.1,9.9,9.35,0.00E+00,3.77E+00,NA,NA,99.08,0.92,NA
12/15/15,4,SAND,SHALLOW,73.57,26.43,9.01,0.00E+00,1.68E+01,NA,NA,91.01,8.99,NA
12/15/15,4,SAND,MID,86.36,13.64,9.39,0.00E+00,3.91E+00,NA,NA,98.03,1.97,NA
12/15/15,4,SAND,DEEP,88.47,11.53,9.35,0.00E+00,2.08E+00,NA,NA,98.89,1.11,NA
12/15/15,4,SAND,SHALLOW,75.88,24.12,8.98,0.00E+00,2.01E+01,NA,NA,94.02,5.98,NA
12/15/15,4,SAND,MID,88.19,11.81,9.19,0.00E+00,4.32E+00,NA,NA,98.62,1.38,NA
12/15/15,4,SAND,DEEP,87.73,12.27,9.38,0.00E+00,4.00E+00,NA,NA,99.44,0.56,NA
12/15/15,5,SAND,SHALLOW,76.17,23.83,8.86,7.50E-01,4.90E+01,NA,NA,92.21,7.79,NA
12/15/15,5,SAND,MID,86.42,13.58,9.02,0.00E+00,6.20E+00,NA,NA,97.04,2.96,NA
12/15/15,5,SAND,DEEP,90.06,9.94,9.22,0.00E+00,2.16E+00,NA,NA,99.42,0.58,NA
12/15/15,5,SAND,SHALLOW,75.89,24.11,8.81,0.00E+00,2.58E+01,NA,NA,93.21,6.79,NA
12/15/15,5,SAND,MID,84.49,15.51,8.98,0.00E+00,5.87E+00,NA,NA,97.83,2.17,NA
12/15/15,5,SAND,DEEP,89.74,10.26,9.43,0.00E+00,2.44E+00,NA,NA,99.49,0.51,NA
12/15/15,5,SAND,SHALLOW,71.9,28.1,8.94,0.00E+00,8.32E+01,NA,NA,93.12,6.88,NA
12/15/15,5,SAND,MID,82.92,17.08,9.03,0.00E+00,1.05E+01,NA,NA,97.31,2.69,NA
12/15/15,5,SAND,DEEP,89.46,10.54,9.37,0.00E+00,4.74E+00,NA,NA,99.38,0.62,NA
12/15/15,6,SAND,SHALLOW,78.25,21.75,9.16,0.00E+00,1.71E+01,NA,NA,93.67,6.33,NA
12/15/15,6,SAND,MID,89.32,10.68,9.56,0.00E+00,3.81E+00,NA,NA,99.15,0.85,NA
12/15/15,6,SAND,DEEP,88.96,11.04,9.59,0.00E+00,9.33E-01,NA,NA,99.18,0.82,NA
12/15/15,6,SAND,SHALLOW,79.69,20.31,8.95,0.00E+00,1.59E+01,NA,NA,93.37,6.63,NA
12/15/15,6,SAND,MID,88.46,11.54,9.46,0.00E+00,5.17E+00,NA,NA,98.77,1.23,NA
12/15/15,6,SAND,DEEP,88.81,11.19,9.54,0.00E+00,6.38E+00,NA,NA,99.3,0.7,NA
12/15/15,6,SAND,SHALLOW,77.92,22.08,8.86,0.00E+00,3.58E+01,NA,NA,92.17,7.83,NA
12/15/15,6,SAND,MID,88.27,11.73,9.05,0.00E+00,6.64E+00,NA,NA,98.42,1.58,NA
12/15/15,6,SAND,DEEP,88.51,11.49,9.36,0.00E+00,5.23E+00,NA,NA,99.48,0.52,NA
12/15/15,7,BARK,SHALLOW,30.86,69.14,8.57,1.00E-01,3.72E+01,NA,NA,20.93,79.07,NA
12/15/15,7,BARK,MID,30.8,69.2,8.55,2.66E+01,6.41E+01,NA,NA,21.76,78.24,NA
12/15/15,7,BARK,DEEP,34.87,65.13,8.34,0.00E+00,2.31E+01,NA,NA,19.24,80.76,NA
12/15/15,7,BARK,SHALLOW,31.04,68.96,8.53,2.03E+00,1.05E+02,NA,NA,22.87,77.13,NA
12/15/15,7,BARK,MID,32.15,67.85,8.43,0.00E+00,4.43E+01,NA,NA,19.88,80.12,NA
12/15/15,7,BARK,DEEP,31.3,68.7,8.46,0.00E+00,8.24E+00,NA,NA,16.29,83.71,NA
12/15/15,7,BARK,SHALLOW,50.14,49.86,8.33,1.11E+00,9.27E+01,NA,NA,22.67,77.33,NA
12/15/15,7,BARK,MID,30.71,69.29,8.56,4.45E+01,9.09E+01,NA,NA,21.44,78.56,NA
12/15/15,7,BARK,DEEP,33.07,66.93,8.46,1.10E+00,3.57E+01,NA,NA,18.23,81.77,NA
12/15/15,8,BARK,SHALLOW,30.44,69.56,8.41,8.54E-01,4.51E+01,NA,NA,24.69,75.31,NA
12/15/15,8,BARK,MID,30.97,69.03,8.54,9.09E-01,6.13E+01,NA,NA,23.89,76.11,NA
12/15/15,8,BARK,DEEP,32.86,67.14,8.62,0.00E+00,2.55E+01,NA,NA,14.75,85.25,NA
12/15/15,8,BARK,SHALLOW,28.7,71.3,8.35,5.06E-01,3.27E+01,NA,NA,20.98,79.02,NA
12/15/15,8,BARK,MID,30.51,69.49,8.35,0.00E+00,2.51E+01,NA,NA,24.51,75.49,NA
12/15/15,8,BARK,DEEP,38.21,61.79,8.38,0.00E+00,1.29E+01,NA,NA,17.74,82.26,NA
12/15/15,8,BARK,SHALLOW,28.64,71.36,8.15,8.59E-01,2.09E+01,NA,NA,20.11,79.89,NA
12/15/15,8,BARK,MID,28.1,71.9,8.06,0.00E+00,4.20E+01,NA,NA,19,81,NA
12/15/15,8,BARK,DEEP,33.92,66.08,8.18,0.00E+00,3.18E+01,NA,NA,17.45,82.55,NA
12/15/15,9,BARK,SHALLOW,29.11,70.89,8.44,2.63E+00,2.93E+01,NA,NA,27.79,72.21,NA
12/15/15,9,BARK,MID,30.97,69.03,8.51,7.52E-01,3.38E+01,NA,NA,22.36,77.64,NA
12/15/15,9,BARK,DEEP,29.98,70.02,8.6,1.50E-01,1.48E+01,NA,NA,20.11,79.89,NA
12/15/15,9,BARK,SHALLOW,29.19,70.81,8.1,1.41E+00,5.42E+01,NA,NA,23.28,76.72,NA
12/15/15,9,BARK,MID,35.1,64.9,8.17,8.16E+00,4.53E+01,NA,NA,25.63,74.37,NA
12/15/15,9,BARK,DEEP,29.38,70.62,8.5,0.00E+00,1.54E+01,NA,NA,20.24,79.76,NA
12/15/15,9,BARK,SHALLOW,27.48,72.52,8.06,1.51E+00,1.68E+01,NA,NA,25.04,74.96,NA
12/15/15,9,BARK,MID,28.96,71.04,8.35,0.00E+00,2.56E+01,NA,NA,28.52,71.48,NA
12/15/15,9,BARK,DEEP,31.78,68.22,8.49,1.01E-01,1.26E+01,NA,NA,17.76,82.24,NA
